chassis,model,mul_id,year,BV,cost,level,techBase,techRating,type,subtype,omni,engine,engineRating,source,role,armorType,structureType,armor,armorPer,structure,heat,dissipation,dissipationEfficiency,moveType,walk,maxWalk,jump,maxJump,umu,c3,dpt,firepower,firepower (no oneshots),maxRange,components,quirks,cargo,dropshipCapacity,escapePods,lifeBoats,gravDecks,sailIntegrity,kfIntegrity
Valiant,VLN-3T,3371,3074,852,3310840,Advanced,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, Fusion,210,TR:3075,Striker,Standard Armor,Standard,48,46,51,15,20,5,Biped,7,7,0,0,0,None,15,15,15,12,"1xMASC:CT, 1xHatchet:LA, 1xShield (Small):RA, 1xER Medium Laser:LT, 1xER Medium Laser:HD, 1xER Medium Laser:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Improved Targeting (Short), Protected Actuators, Weak Head Armor (1)",,,,,,,
Valiant,VLT-3E,7293,3098,1019,5069350,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,210,XTR:RotS 1,Striker,Heavy Ferro-Fibrous,Composite,105,100,51,16,20,4,Biped,7,7,0,0,0,None,22,20,20,15,"1xFluid Gun:LA, 1xLight AC/5:RA, 1xFluid Gun Ammo:LA, 1xLAC/5 Ammo:RA, 1xTargeting Computer:RT, 1xER Medium Laser:LT, 1xER Medium Laser:HD, 1xER Medium Laser:RT, 1xHeavy Ferro-Fibrous Armor:Armor, 1xComposite Structure:Structure, 1x XL Engine:Engine","Improved Targeting (Short), Protected Actuators, Weak Head Armor (1)",,,,,,,
Valkyrie,C,7701,3139,936,5043220,Standard,Mixed,F/X-X-X-E,Mek,BattleMek,0, XL,150,RG09,Missile Boat,Ferro-Fibrous,Standard,96,91,51,8,20,12,Biped,5,5,8,8,0,None,13.3,17,17,21,"1xLRM 10:LT, 1xCASE II:RT, 2xLRM 10 Ammo:RT, 1xMedium Pulse Laser:RA, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QA,3372,2787,723,2205320,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,150,TR:3039,Missile Boat,Standard Armor,Standard,96,91,51,7,11,4,Biped,5,5,5,5,0,None,11.3,15,15,21,"1xMedium Laser:RA, 1xLRM 10:LT, 1xLRM 10 Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD,3373,3049,807,2587520,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,150,RG09,Missile Boat,Ferro-Fibrous,Endo Steel,105,100,51,8,10,2,Biped,5,5,5,5,0,None,12.3,16,16,21,"1xArtemis IV FCS:LT, 1xLRM 10 Artemis Ammo:RT, 1xLRM 10:LT, 1xMedium Pulse Laser:RA, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD1,3374,3067,878,6149520,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,150,TR:PP,Missile Boat,Standard Armor,Endo Steel,96,91,51,10,20,10,Biped,5,5,5,5,0,None,15,20,20,21,"1xLRM 15:LT, 2xLRM 15 Artemis Ammo:LT, 1xTargeting Computer:CT, 1xArtemis IV FCS:LT, 1xER Medium Laser:RA, 1xFull Head Eject System:HD, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD2,3375,3072,638,5911620,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,150,TR:3085,Sniper,Standard Armor,Endo Steel,80,76,51,7,20,13,Biped,5,5,5,5,0,None,9.9,9,9,18,"2xLight AC/2:LT, 1xER Medium Laser:RA, 1xLAC/2 Ammo:LT, 1xFull Head Eject System:HD, 1xTargeting Computer:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD3,3376,3067,882,5383820,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,210,TR:PP,Striker,Ferro-Fibrous,Endo Steel,89,85,51,12,20,8,Biped,7,7,6,6,0,None,13.2,15,15,21,"1xLRM 5 Ammo:RT, 2xER Medium Laser:LA, 1xFull Head Eject System:HD, 1xLRM 5:RT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD4,3377,3085,657,6824870,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,150,TR:3085,Striker,Light Ferro-Fibrous,Standard,84,80,51,9,20,11,Biped,5,5,7,7,0,None,14,19,19,12,"1xMML 7:RT, 1xER Medium Laser:RA, 1xFull Head Eject System:HD, 1xMML 7/SRM Ammo:RA, 1xMML 7/LRM Ammo:RA, 1xCASE:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD5,8104,3101,690,6300320,Standard,Mixed,F/X-X-E-E,Mek,BattleMek,0, XL,150,XTR:Caveat,Missile Boat,Light Ferro-Fibrous,Standard,84,80,51,10,20,10,Biped,5,5,5,5,0,None,17,23,23,15,"1xATM 3:LT, 1xMML 7:LT, 2xATM 3 Ammo:RT, 1xMML 7/LRM Ammo:RT, 1xFull Head Eject System:HD, 1xMedium Pulse Laser:RA, 1xMML 7/SRM Ammo:RT, 1xCASE:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD6,7703,3102,827,4165720,Standard,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, XL,150,RG09,Missile Boat,Ferro-Fibrous,Standard,105,100,51,11,20,9,Biped,5,5,5,5,0,None,11.3,15,15,38,"1xER Medium Laser:RA, 2xELRM 10 Ammo:RT, 1xExtended LRM 10:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD8,6930,3102,787,6560320,Standard,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, XL,180,RS:3145-NTNU,Missile Boat,Standard Armor,Endo Steel,80,76,51,11,20,9,Biped,6,6,6,6,0,None,11.3,15,15,38,"1xFull Head Eject System:HD, 1xLight PPC:RA, 2xELRM 10 Ammo:LT, 1xExtended LRM 10:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QD (Karano),,3049,826,2501720,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,150,Force Manual: Davion,Striker,Ferro-Fibrous,Endo Steel,105,100,51,11,10,-1,Biped,5,5,5,5,0,None,19.1,29,29,9,"2xSRM 6:LT, 1xMedium Laser:RA, 2xSRM 6 Ammo:RT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QDD,7702,3106,834,3939520,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Light,180,RG09,Missile Boat,Ferro-Fibrous,Standard,105,100,51,9,20,11,Biped,6,6,6,6,0,None,11.3,15,15,21,"1xArtemis IV FCS:LT, 1xLRM 10 Artemis Ammo:RT, 1xER Medium Laser:RA, 1xLRM 10:LT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x Light Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QF,3378,2967,653,2163070,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,150,TR:3039,Missile Boat,Standard Armor,Standard,96,91,51,7,11,4,Biped,5,5,5,5,0,None,8.3,12,12,21,"1xFlamer:RA, 1xLRM 10:LT, 1xLRM 10 Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QS5,3379,3070,774,4874220,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,150,TR:3085,Missile Boat,Ferro-Fibrous,Endo Steel,105,100,51,8,10,2,Biped,5,5,5,5,0,None,15.9,23,23,9,"1xMML 9:RT, 1xMedium Laser:RA, 1xMML 9/LRM Artemis Ammo:RT, 1xMML 9/SRM Artemis Ammo:RT, 1xFull Head Eject System:HD, 1xArtemis IV FCS:RT, 1xCASE:RT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QT2,3380,3081,863,4957420,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,210,TR:3085,Striker,Standard Armor,Endo Steel,88,84,51,9,20,11,Biped,7,7,7,7,0,None,13,17,17,18,"1xStreak SRM 6:RT, 1xStreak SRM 6 Ammo:RT, 1xLight PPC:RA, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Valkyrie,VLK-QW5,3381,3072,689,6564220,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Light,150,TR:3085,Missile Boat,Light Ferro-Fibrous,Endo Steel,101,96,51,7,10,3,Biped,5,5,5,5,0,C3i,14,19,19,9,"1xMML 7/LRM Artemis Ammo:RT, 1xMML 7/SRM Artemis Ammo:RT, 1xMedium Laser:RA, 1xMML 7:RT, 1xFull Head Eject System:HD, 1xC3i:LT, 1xArtemis IV FCS:RT, 1xCASE:RT, 1xLight Ferro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Light Engine:Engine","Easy to Maintain, Improved Communications",,,,,,,
Vandal,LI-O,6461,3142,1881,28237859,Experimental,Inner Sphere,F/X-X-X-F,Mek,BattleMek Omni,1, XL,325,TR:3145:CC,Skirmisher,Standard Armor,Endo Steel,200,95,104,18,20,2,Biped,5,5,0,0,0,C3 Boosted Slave,29.9,44,44,15,"1xSupercharger:LT, 1xER Small Laser:RA, 1xC3 Boosted Slave:HD, 1xAngel ECM Suite:HD, 1xRotary AC/5:RA, 1xCASE II:RT, 1xLarge VSP Laser:LA, 2xRAC/5 Ammo:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Variable Range Targeting (long),,,,,,,
Vandal,LI-OA,6462,3142,1865,32158156,Experimental,Inner Sphere,E/X-X-X-F,Mek,BattleMek Omni,1, XL,325,TR:3145:CC,Skirmisher,Standard Armor,Endo Steel,200,95,104,30,22,-8,Biped,5,5,4,4,0,C3BS (Master),17.1,26,26,18,"1xC3BS (Master):RA, 1xPPC Capacitor:LA, 1xSupercharger:LT, 1xLaser AMS:RA, 1xHeavy PPC:LA, 1xSRM 4 Ammo:RT, 1xCASE II:RT, 1xSRM 4:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Variable Range Targeting (long),,,,,,,
Vandal,LI-OB,6463,3142,1666,28644584,Experimental,Inner Sphere,F/X-X-X-F,Mek,BattleMek Omni,1, XL,325,TR:3145:CC,Skirmisher,Standard Armor,Endo Steel,200,95,104,22,20,-2,Biped,5,5,0,0,0,C3 Boosted Slave,17.6,22,22,15,"1xVibroblade (Medium):RA, 1xC3 Boosted Slave:HD, 1xSnub-Nose PPC:LA, 1xAngel ECM Suite:HD, 1xMML 5:RT, 1xMML 5/LRM Ammo:RT, 1xTargeting Computer:LT, 1xVehicular Mine Dispenser:RT, 1xSupercharger:LT, 2xMML 5/SRM Ammo:RT, 1xTAG:LA, 1xER Flamer:RA, 1xCASE II:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Variable Range Targeting (long),,,,,,,
Vanquisher,VQR-2A,5338,3063,2234,12422000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Fusion,300,TR:3067,Sniper,Standard Armor,Endo Steel,307,100,152,41,32,-9,Biped,3,3,0,0,0,C3i,36.7,47,47,25,"2xLight Gauss Ammo:RA, 1xLight Gauss Rifle:RA, 1xC3i:CT, 1xER Large Laser:RT, 2xLight Gauss Ammo:LA, 1xER Medium Laser:LT, 1xCASE:LT, 1xER Medium Laser:HD, 1xER Medium Laser:RT, 1xLight Gauss Rifle:LA, 1xER Large Laser:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Vanquisher,VQR-2B,5339,3067,2073,12022000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Fusion,300,TR:3067,Juggernaut,Standard Armor,Endo Steel,307,100,152,23,24,1,Biped,3,3,0,0,0,C3i,43.4,55,55,20,"3xUltra AC/5 Ammo:RT, 1xC3i:CT, 1xER Medium Laser:LT, 2xUltra AC/5:RA, 3xUltra AC/5 Ammo:LT, 1xCASE:LT, 1xER Medium Laser:HD, 1xER Medium Laser:RT, 2xUltra AC/5:LA, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Vanquisher,VQR-5V,5340,3069,2332,20414000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Compact,300,TR:J,Juggernaut,Ferro-Fibrous,Endo Steel,304,99,152,36,24,-12,Biped,3,3,0,0,0,C3i,34.1,53,51,20,"1xER Large Laser:RA, 4xHeavy Gauss Ammo:LT, 1xC3i:CT, 1xAnti-BattleArmor Pods (B-Pods):RL, 1xHeavy Gauss Rifle:RT, 1xER Large Laser:LA, 1xER Medium Laser:HD, 1xAnti-BattleArmor Pods (B-Pods):LL, 1xER Medium Laser:CT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Vanquisher,VQR-7U,5721,3071,2144,20930500,Standard,Inner Sphere,E/X-X-F-X,Mek,BattleMek,0, Compact,300,RS:3067u,Juggernaut,Standard Armor,Endo Steel,304,99,152,49,32,-17,Biped,3,4,0,0,0,C3i,31.3,48,48,15,"2xTriple Strength Myomer:LT, 1xPlasma Rifle Ammo:LT, 1xC3i:CT, 1xER Flamer:LA, 1xHeavy Flamer Ammo:HD, 1xPlasma Rifle Ammo:RA, 1xPlasma Rifle Ammo:LA, 1xRemote Sensors/Dispenser:LT, 1xPlasma Rifle:RA, 2xSmall VSP Laser:LT, 1xTriple Strength Myomer:RL, 1xHeavy Flamer:HD, 1xSnub-Nose PPC:RT, 1xActive Probe (Beagle):CT, 1xTriple Strength Myomer:LL, 1xER Flamer:RA, 1xPlasma Rifle Ammo:RT, 1xPlasma Rifle:LA, 2xTriple Strength Myomer:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Compact Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Vanquisher,VQR-7V,5722,3071,2420,16230000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Fusion,300,RS:3067u,Juggernaut,Standard Armor,Endo Steel,304,99,152,37,30,-7,Biped,3,3,0,0,0,C3i,46,85,85,18,"1xRotary AC/5:LA, 1xLight PPC:LT, 5xRAC/5 Ammo:LT, 1xC3i:CT, 1xLight PPC:RT, 1xHeavy PPC:RT, 1xCASE:LT, 1xRotary AC/5:RA, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Vanquisher,VQR-7V (Pravuil),7342,3073,2073,14764000,Standard,Inner Sphere,E/X-X-E-X,Mek,BattleMek,0, Fusion,300,TP:Arcturus,Juggernaut,Standard Armor,Endo Steel,304,99,152,35,30,-5,Biped,3,3,0,0,0,C3i,47.1,59,59,22,"1xC3i:CT, 1xGauss Rifle:RA, 2xGauss Ammo:RT, 1xCASE:LT, 1xMML 3/SRM Ammo:LT, 1xMML 3/LRM Ammo:LT, 2xER Medium Laser:RT, 2xLarge VSP Laser:LA, 2xMML 3:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine","Stable, Bad Reputation (Inner Sphere), Bad Reputation (Clan), No/Minimal Arms",,,,,,,
Venom,SDR-9K,3398,3050,798,6371910,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,280,TR:3055U,Striker,Ferro-Fibrous,Standard,62,52,58,16,12,-4,Biped,8,8,8,8,0,None,18,24,24,6,"2xMedium Pulse Laser:RT, 2xMedium Pulse Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Nimble Jumper, Difficult Ejection",,,,,,,
Venom,SDR-9KA,3399,3056,865,6344910,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,280,TR:3055U,Striker,Ferro-Fibrous,Standard,98,82,58,12,12,0,Biped,8,8,8,8,0,None,18,18,18,6,"1xMedium Pulse Laser:RT, 2xMedium Pulse Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Nimble Jumper, Difficult Ejection",,,,,,,
Venom,SDR-9KB,3400,3057,769,6063435,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,280,TR:3055U,Striker,Ferro-Fibrous,Standard,80,67,58,12,13,1,Biped,8,8,6,6,0,None,20,20,20,6,"1xMedium Pulse Laser:RT, 1xMachine Gun:RT, 2xMedium Pulse Laser:LT, 1xMG Ammo:RT, 1xFerro-Fibrous Armor:Armor, 1xStandard Structure:Structure, 1x XL Engine:Engine","Nimble Jumper, Difficult Ejection",,,,,,,
Venom,SDR-9KC,3401,3066,939,6863310,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,280,TR:3055U,Striker,Ferro-Fibrous,Endo Steel,119,100,58,12,22,10,Biped,8,8,8,8,0,C3 Slave,18,18,18,6,"1xC3 Slave:LT, 2xMedium Pulse Laser:RT, 1xMedium Pulse Laser:LT, 1xFerro-Fibrous Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Nimble Jumper, Difficult Ejection",,,,,,,
Venom,SDR-9KE,8007,3108,803,7369560,Advanced,Inner Sphere,F/X-X-F-E,Mek,BattleMek,0, XL,280,RS:3150,None,Standard Armor,Endo Steel,80,67,58,9,23,14,Biped,8,8,10,10,0,None,7,7,7,15,"1xBloodhound Active Probe:RA, 2xVehicular Mine Dispenser:LL, 1xER Medium Laser:LT, 2xVehicular Mine Dispenser:RL, 1xER Flamer:RT, 1xRemote Sensors/Dispenser:CT, 1xPartial Wing:RT/LT, 1xTAG:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Nimble Jumper, Difficult Ejection",,,,,,,
Verfolger,VR5-R,5346,3063,1639,14440360,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,325,TR:3067,Skirmisher,Standard Armor,Endo Steel,200,95,104,27,26,-1,Biped,5,5,0,0,0,None,35.6,37,37,23,"2xLB 10-X Cluster Ammo:RT, 1xLB 10-X Ammo:RT, 1xAnti-Missile System:HD, 1xER PPC:RA, 1xMedium Laser:RT, 1xMedium Laser:CT, 1xMedium Laser:LT, 1xLB 10-X AC:LT, 2xAMS Ammo:RT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Hyper-Extending Actuators, Difficult to Maintain",,,,,,,
Verfolger,VR6-C,5688,3068,1584,14404060,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, XL,325,RS:3067u,Skirmisher,Standard Armor,Endo Steel,200,95,104,40,26,-14,Biped,5,5,0,0,0,None,30.5,61,61,23,"1xMML 9/SRM Ammo:LT, 1xMML 9:RT, 1xER Medium Laser:LT, 1xCASE:LT, 1xMML 9/SRM Ammo:RT, 1xER PPC:RA, 1xMML 9:LT, 1xMML 9/LRM Ammo:LT, 1xER Medium Laser:RT, 1xMML 9/LRM Ammo:RT, 1xCASE:RT, 1xER Medium Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Hyper-Extending Actuators, Difficult to Maintain",,,,,,,
Verfolger,VR6-T,5689,3082,1811,14390860,Standard,Inner Sphere,E/X-X-F-D,Mek,BattleMek,0, XL,325,RS:3067u,Skirmisher,Standard Armor,Endo Steel,211,100,104,29,28,-1,Biped,5,5,5,5,0,None,31.9,30,30,15,"1xSnub-Nose PPC:LT, 1xTargeting Computer:RT, 1xER Medium Laser:RT, 1xLarge Pulse Laser:RA, 1xMedium Pulse Laser:CT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine","Hyper-Extending Actuators, Difficult to Maintain",,,,,,,
Victor,C,3403,2835,1925,8352120,Standard,Mixed,F/X-X-E-E,Mek,BattleMek,0, Fusion,320,Shrap06,Skirmisher,Standard Armor,Standard,184,74,122,14,17,3,Biped,4,4,4,4,0,None,34.3,37,37,22,"1xStreak SRM 4 Ammo:LT, 2xER Medium Laser:LA, 1xGauss Rifle:RA, 3xGauss Ammo:RT, 1xStreak SRM 4:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9A,3407,2508,1236,8027220,Introductory,Inner Sphere,D/D-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Skirmisher,Standard Armor,Standard,136,55,122,22,15,-7,Biped,4,4,4,4,0,None,28.1,44,44,9,"1xMG Ammo:LT, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 2xFlamer:RT, 3xAC/20 Ammo:RT, 1xMachine Gun:LT, 1xAC/20:RA, 2xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9A1,3408,2508,1302,8036220,Introductory,Inner Sphere,D/D-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Skirmisher,Standard Armor,Standard,160,65,122,16,15,-1,Biped,4,4,4,4,0,None,36.8,42,42,9,"1xMachine Gun:LL, 1xMG Ammo:LT, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 3xAC/20 Ammo:RT, 1xMachine Gun:RL, 1xAC/20:RA, 2xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9B,3409,2510,1378,8044320,Introductory,Inner Sphere,D/D-E-D-D,Mek,BattleMek,0, Fusion,320,TR:3039,Skirmisher,Standard Armor,Standard,184,74,122,16,15,-1,Biped,4,4,4,4,0,None,33.1,38,38,9,"1xSRM 4:LT, 1xSRM 4 Ammo:LT, 3xAC/20 Ammo:RT, 1xAC/20:RA, 2xMedium Laser:LA, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9B (Kataga),6969,2766,1991,18487920,Standard,Inner Sphere,E/E-F(F*)-E-D,Mek,BattleMek,0, XL,320,HTP:New Dallas,Brawler,Standard Armor,Endo Steel,240,97,122,27,28,1,Biped,4,4,4,4,0,None,43,43,43,22,"1xActive Probe (Beagle):LT, 2xLarge Pulse Laser:LA, 1xGauss Rifle:RA, 2xGauss Ammo:RT, 1xMedium Laser:RT, 1xMedium Laser:LT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x XL Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9B (Li),3402,3028,1625,8253120,Introductory,Inner Sphere,D/X-E-D-D,Mek,BattleMek,0, Fusion,320,OTP:DTM,Skirmisher,Standard Armor,Standard,184,74,122,35,19,-16,Biped,4,4,4,4,0,None,32.3,65,65,21,"1xLRM 15:LT, 10xMedium Laser:RA, 1xLRM 15 Ammo:LT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9B (Shoji),5864,2725,1531,8173920,Standard,Inner Sphere,E/E-F(F*)-D-D,Mek,BattleMek,0, Fusion,320,ER:2750,Skirmisher,Standard Armor,Standard,247,100,122,18,20,2,Biped,4,4,4,4,0,None,33.3,36,36,15,"3xMedium Pulse Laser:LA, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 1xAC/10:RA, 2xAC/10 Ammo:RT, 1xStandard Armor:Armor, 1xStandard Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9D,3410,3049,1717,8512320,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,320,TR:3050,Skirmisher,Standard Armor,Endo Steel,200,81,122,12,15,3,Biped,4,4,4,4,0,None,32.3,35,35,22,"2xMedium Pulse Laser:LA, 1xGauss Rifle:RA, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 2xGauss Ammo:RT, 1xCASE:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9K,3411,3049,1717,8512320,Standard,Inner Sphere,E/X-F-E-D,Mek,BattleMek,0, Fusion,320,TR:3050,Skirmisher,Standard Armor,Endo Steel,200,81,122,12,15,3,Biped,4,4,4,4,0,None,32.3,35,35,22,"2xMedium Pulse Laser:LA, 1xGauss Rifle:RA, 1xSRM 4:LT, 1xSRM 4 Ammo:LT, 2xGauss Ammo:RT, 1xCASE:LT, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9K2 (St. James),3412,3069,2006,14678091,Advanced,Inner Sphere,E/X-X-F-E,Mek,BattleMek,0, Fusion,320,XTR:Pirates,Missile Boat,Patchwork,Endo Steel,244,99,122,32,24,-8,Biped,4,4,0,0,0,None,24,32,32,20,"3xLong Tom Cannon Ammo:RT, 1xLong Tom Cannon:RT/RA, 1xSupercharger:CT, 2xMedium X-Pulse Laser:LA, 1xCASE:RT, 1xPatchwork Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
Victor,VTR-9Ka,3413,3076,1594,9576120,Standard,Inner Sphere,E/X-X-E-D,Mek,BattleMek,0, Fusion,320,TR:3085,Skirmisher,Standard Armor,Endo Steel,200,81,122,10,12,2,Biped,4,4,5,5,0,None,25,25,25,9,"6xAC/20 Ammo:RT, 1xCASE:LT, 1xMedium Laser:LA, 1xAC/20:RT/RA, 1xCASE:RT, 1xStandard Armor:Armor, 1xEndo Steel Structure:Structure, 1x Fusion Engine:Engine",Rugged (1 Point),,,,,,,
